102	NM_014068	chr6	+	31190586	31215848	31205388	31215688	6	31190586,31201431,31205324,31214185,31214411,31215396,	31190647,31201595,31205401,31214215,31214535,31215848,	0	PSORS1C1	cmpl	cmpl	-1,-1,0,1,1,2,
604	NM_014068	chr6_cox_hap1	+	2533818	2559098	2548635	2558938	6	2533818,2544666,2548571,2557435,2557661,2558646,	2533879,2544830,2548648,2557465,2557785,2559098,	0	PSORS1C1	cmpl	cmpl	-1,-1,0,1,1,2,
602	NM_014068	chr6_qbl_hap2	+	2332372	2357660	2347199	2357501	7	2332372,2343222,2347135,2355999,2356225,2356293,2357209,	2332433,2343386,2347212,2356029,2356293,2356348,2357660,	0	PSORS1C1	cmpl	cmpl	-1,-1,0,1,1,1,2,
991	NM_001242830	chr6	-	53240154	53321936	53241869	53268456	7	53240154,53243349,53247846,53248935,53264532,53268398,53321573,	53242027,53243484,53248018,53249013,53264720,53268464,53321936,	0	ELOVL5	cmpl	cmpl	1,1,0,0,1,0,-1,
991	NM_001242828	chr6	-	53240154	53321936	53241883	53268456	9	53240154,53243349,53245976,53247846,53248935,53260618,53264532,53268398,53321573,	53242027,53243484,53246101,53248018,53249013,53260699,53264720,53268464,53321936,	0	ELOVL5	cmpl	cmpl	0,0,1,0,0,0,1,0,-1,
689	NM_001242827	chr6	+	13682739	13723369	13699954	13720076	9	13682739,13687661,13692286,13699879,13703687,13705173,13707242,13709044,13720000,	13682835,13687820,13692436,13700105,13703775,13705227,13707366,13709160,13723369,	0	SIRT5	cmpl	cmpl	-1,-1,-1,0,1,2,2,0,2,
829	NM_001242823	chr6	+	32057812	32078436	32057863	32078295	41	32057812,32058060,32058473,32058884,32059033,32059340,32059593,32059828,32060031,32066947,32067162,32067487,32067802,32068141,32068551,32068845,32069180,32069469,32069671,32070000,32070253,32070707,32070860,32071085,32071474,32071710,32071962,32072184,32072583,32072898,32073459,32074568,32074759,32075060,32075241,32076807,32077075,32077250,32077531,32077877,32078153,	32057928,32058259,32058675,32058955,32059122,32059423,32059690,32059934,32060164,32067063,32067342,32067670,32067988,32068300,32068678,32068920,32069378,32069581,32069742,32070140,32070463,32070759,32070950,32071295,32071550,32071867,32072079,32072356,32072816,32073066,32073519,32074662,32074946,32075151,32075316,32076910,32077165,32077349,32077615,32078010,32078436,	0	C4B_2	cmpl	cmpl	0,2,0,1,0,2,1,2,0,1,0,0,0,0,0,1,1,1,2,1,0,0,1,1,1,2,0,0,1,0,0,0,1,2,0,0,1,1,1,1,2,
829	NM_001242823	chr6	+	32090549	32111174	32090600	32111033	41	32090549,32090797,32091210,32091621,32091770,32092077,32092330,32092565,32092768,32099684,32099899,32100224,32100539,32100878,32101288,32101582,32101917,32102206,32102408,32102737,32102990,32103444,32103597,32103822,32104211,32104447,32104699,32104921,32105321,32105636,32106197,32107306,32107497,32107798,32107979,32109545,32109813,32109988,32110269,32110615,32110891,	32090665,32090996,32091412,32091692,32091859,32092160,32092427,32092671,32092901,32099800,32100079,32100407,32100725,32101037,32101415,32101657,32102115,32102318,32102479,32102877,32103200,32103496,32103687,32104032,32104287,32104604,32104816,32105093,32105554,32105804,32106257,32107400,32107684,32107889,32108054,32109648,32109903,32110087,32110353,32110748,32111174,	0	C4B_2	cmpl	cmpl	0,2,0,1,0,2,1,2,0,1,0,0,0,0,0,1,1,1,2,1,0,0,1,1,1,2,0,0,1,0,0,0,1,2,0,0,1,1,1,1,2,
76	NR_037861	chr6_cox_hap1	+	3528950	3543250	3543250	3543250	16	3528950,3529538,3529981,3530643,3530826,3532592,3532795,3537532,3539543,3541102,3541665,3541874,3542051,3542314,3542467,3542874,	3529356,3529729,3530135,3530739,3530934,3532676,3532880,3537587,3539622,3541585,3541775,3541970,3542222,3542394,3542621,3543250,	0	PPT2-EGFL8	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
103	NR_037861	chr6	+	32229753	32244040	32244040	32244040	16	32229753,32230341,32230784,32231442,32231625,32233391,32233594,32238322,32240333,32241892,32242455,32242664,32242841,32243104,32243257,32243664,	32230159,32230532,32230938,32231538,32231733,32233475,32233679,32238377,32240412,32242375,32242565,32242760,32243012,32243184,32243411,32244040,	0	PPT2-EGFL8	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
16	NM_001350622	chr6	-	62447823	63054091	62448826	63053812	10	62447823,62465058,62500545,62584818,62662498,62669107,62745929,62815741,62945048,63053721,	62448924,62465117,62500628,62584869,62662697,62669235,62746076,62815858,62945176,63054091,	0	KHDRBS2	cmpl	cmpl	1,2,0,0,2,0,0,0,1,0,
603	NR_152832	chr6_qbl_hap2	-	2391327	2403905	2403905	2403905	4	2391327,2391830,2395372,2403613,	2391626,2391863,2395493,2403905,	0	PSORS1C3	unk	unk	-1,-1,-1,-1,
902	NM_001012427	chr6	+	41622141	41678100	41641476	41674652	17	41622141,41641460,41653701,41660484,41661152,41662724,41663014,41663508,41664359,41665486,41665678,41665986,41666936,41670585,41672891,41673496,41674504,	41622583,41641680,41653797,41660607,41661233,41662872,41663228,41663613,41664447,41665570,41665886,41666063,41667038,41670707,41672958,41673666,41678100,	0	FOXP4	cmpl	cmpl	-1,0,0,0,0,0,1,2,2,0,0,1,0,0,2,0,2,
620	NM_001289174	chr6_cox_hap1	-	4598201	4619879	4598770	4618139	19	4598201,4599447,4599789,4611397,4611685,4611921,4612287,4612695,4614470,4615101,4615595,4615778,4616021,4616412,4616927,4617403,4617657,4618112,4619050,	4598917,4599566,4599901,4611463,4611793,4612017,4612411,4612814,4614626,4615235,4615653,4615911,4616122,4616563,4617103,4617471,4617733,4618197,4619879,	0	VPS52	cmpl	cmpl	0,1,0,0,0,0,2,0,0,1,0,2,0,2,0,1,0,0,-1,
810	NM_013941	chr6	+	29515694	29516733	29515771	29516710	1	29515694,	29516733,	0	OR10C1	cmpl	cmpl	0,
797	NM_021066	chr6	-	27890058	27890497	27890110	27890497	1	27890058,	27890497,	0	HIST1H2AJ	cmpl	cmpl	0,
825	NM_001289154	chr6	+	31475539	31491071	31486470	31488187	6	31475539,31486298,31486999,31487702,31488080,31490767,	31476519,31486553,31487115,31487981,31488216,31491071,	0	MICA	cmpl	cmpl	-1,0,2,1,1,-1,
606	NM_001289154	chr6_cox_hap1	+	2816763	2832301	2827698	2829415	6	2816763,2827526,2828227,2828930,2829308,2831995,	2817743,2827781,2828343,2829209,2829444,2832301,	0	MICA	cmpl	cmpl	-1,0,2,1,1,-1,
75	NM_001289154	chr6_qbl_hap2	+	2614953	2630583	2625985	2627699	7	2614953,2625813,2626514,2627217,2627596,2627652,2630279,	2615933,2626068,2626630,2627496,2627652,2627728,2630583,	0	MICA	cmpl	cmpl	-1,0,2,1,1,1,-1,
825	NM_001289153	chr6	+	31475539	31491071	31486519	31488187	6	31475539,31486298,31486827,31487702,31488080,31490767,	31476519,31486553,31487115,31487981,31488216,31491071,	0	MICA	cmpl	cmpl	-1,0,1,1,1,-1,
606	NM_001289153	chr6_cox_hap1	+	2816763	2832301	2827747	2829415	6	2816763,2827526,2828055,2828930,2829308,2831995,	2817743,2827781,2828343,2829209,2829444,2832301,	0	MICA	cmpl	cmpl	-1,0,1,1,1,-1,
75	NM_001289153	chr6_qbl_hap2	+	2614953	2630583	2626034	2627699	7	2614953,2625813,2626342,2627217,2627596,2627652,2630279,	2615933,2626068,2626630,2627496,2627652,2627728,2630583,	0	MICA	cmpl	cmpl	-1,0,1,1,1,1,-1,
825	NM_001289152	chr6	+	31475539	31491071	31486519	31488187	6	31475539,31486298,31486827,31487702,31488080,31490767,	31476539,31486553,31487115,31487981,31488216,31491071,	0	MICA	cmpl	cmpl	-1,0,1,1,1,-1,
606	NM_001289152	chr6_cox_hap1	+	2816763	2832301	2827747	2829415	6	2816763,2827526,2828055,2828930,2829308,2831995,	2817763,2827781,2828343,2829209,2829444,2832301,	0	MICA	cmpl	cmpl	-1,0,1,1,1,-1,
75	NM_001289152	chr6_qbl_hap2	+	2614953	2630583	2626034	2627699	7	2614953,2625813,2626342,2627217,2627596,2627652,2630279,	2615953,2626068,2626630,2627496,2627652,2627728,2630583,	0	MICA	cmpl	cmpl	-1,0,1,1,1,1,-1,
758	NM_138574	chr6	+	22677656	22679870	22677783	22678539	1	22677656,	22679870,	0	HDGFL1	cmpl	cmpl	0,
1548	NM_138571	chr6	+	126319553	126343082	126319816	126340515	5	126319553,126329725,126335097,126337685,126340482,	126320017,126329843,126335167,126337812,126343082,	0	HINT3	cmpl	cmpl	0,0,1,2,0,
618	NR_044997	chr6_qbl_hap2	+	4403478	4408830	4408830	4408830	5	4403478,4403732,4404558,4405455,4408637,	4403598,4403832,4404654,4405649,4408830,	0	HCG25	unk	unk	-1,-1,-1,-1,-1,
125	NM_207410	chr6	+	55300225	55375250	55300311	55374610	9	55300225,55304471,55306542,55322848,55324009,55331644,55371936,55372125,55374546,	55300333,55304606,55306701,55322902,55324340,55331895,55372032,55372198,55375250,	0	GFRAL	cmpl	cmpl	0,1,1,1,1,2,1,1,2,
858	NM_207409	chr6	+	35852348	35855307	35852373	35855205	3	35852348,35853213,35855109,	35852457,35853336,35855307,	0	CLPSL2	cmpl	cmpl	0,0,0,
609	NM_001128592	chr6	+	3204160	3213299	3204255	3212945	4	3204160,3208916,3209441,3212823,	3204429,3208992,3209558,3213299,	0	PSMG4	cmpl	cmpl	0,0,1,1,
609	NM_001128591	chr6	+	3204160	3213299	3204255	3212945	3	3204160,3208916,3212823,	3204429,3208992,3213299,	0	PSMG4	cmpl	cmpl	0,0,1,
830	NM_001128590	chr6	+	32114071	32117426	32114178	32116890	9	32114071,32114849,32115111,32115301,32115504,32115760,32116161,32116423,32116624,	32114380,32115004,32115213,32115403,32115591,32115961,32116340,32116527,32117426,	0	CYP21A2	cmpl	cmpl	0,1,0,0,0,0,0,2,1,
108	NM_001314020	chr6	-	36816532	36833164	36818022	36822300	9	36816532,36819443,36820022,36820802,36821142,36822150,36823975,36831999,36833039,	36818241,36819517,36820080,36820905,36821270,36822332,36824022,36832053,36833164,	0	CPNE5	cmpl	cmpl	0,1,0,2,0,0,-1,-1,-1,
607	NM_002341	chr6_cox_hap1	-	2994458	2996325	2994608	2996317	4	2994458,2995458,2995713,2996155,	2995063,2995530,2995759,2996325,	0	LTB	cmpl	cmpl	1,1,0,0,
606	NM_002341	chr6_qbl_hap2	-	2795922	2797789	2796072	2797781	4	2795922,2796922,2797177,2797619,	2796527,2796994,2797223,2797789,	0	LTB	cmpl	cmpl	1,1,0,0,
914	NR_072998	chr6	+	43151983	43237436	43237436	43237436	19	43151983,43204692,43205442,43205945,43206226,43207731,43208136,43214564,43214851,43215121,43217383,43217646,43217887,43219132,43220166,43222333,43234532,43235503,43236436,	43152283,43204980,43205545,43206136,43206377,43207880,43208403,43214698,43214987,43215241,43217533,43217797,43218015,43219336,43220322,43222414,43234684,43235682,43237436,	0	PTK7	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1391	NM_007073	chr6	-	105651391	105691236	105655656	105688145	8	105651391,105670253,105671268,105679114,105679958,105683946,105687919,105691160,	105655781,105670395,105671436,105679223,105680146,105684071,105688156,105691236,	0	BVES	cmpl	cmpl	1,0,0,2,0,1,0,-1,
1092	NR_026540	chr6	+	66554492	66556097	66556097	66556097	1	66554492,	66556097,	0	SLC25A51P1	unk	unk	-1,
665	NM_001042425	chr6	-	10504901	10527783	10506635	10527669	7	10504901,10508666,10510710,10512726,10515011,10518119,10527636,	10506924,10508808,10510829,10512958,10515063,10518554,10527783,	0	TFAP2A	cmpl	cmpl	2,1,2,1,0,0,0,
234	NM_182552	chr6	-	169599227	169844084	169599611	169831026	26	169599227,169714439,169724856,169744239,169755579,169774967,169776448,169778391,169780559,169785717,169789793,169791218,169793950,169800296,169801106,169801471,169802683,169804324,169806186,169807506,169809156,169810002,169812589,169814275,169830837,169843571,	169599654,169714561,169724955,169744342,169755677,169775089,169776546,169778525,169780681,169785807,169789891,169791296,169794029,169800379,169801228,169801539,169802787,169804445,169806307,169807577,169809208,169810206,169812714,169814417,169831033,169844084,	0	WDR27	cmpl	cmpl	2,0,0,2,0,1,2,0,1,1,2,2,1,2,0,1,2,1,0,1,0,0,1,0,0,-1,
608	NR_002745	chr6_qbl_hap2	+	3050645	3050708	3050708	3050708	1	3050645,	3050708,	0	SNORD48	unk	unk	-1,
176	NM_003795	chr6	-	108639113	108689157	108640045	108688818	4	108639113,108642394,108650846,108688656,	108640151,108642519,108650942,108689157,	0	SNX3	cmpl	cmpl	2,0,0,0,
75	NM_003804	chr6	+	3009073	3060425	3022056	3058572	11	3009073,3021996,3023011,3026211,3028317,3030491,3034813,3049457,3050714,3056035,3058285,	3009292,3022220,3023168,3026349,3028546,3030641,3034890,3049548,3051284,3056188,3060425,	0	RIPK1	cmpl	cmpl	-1,0,2,0,0,1,1,0,1,1,1,
1806	NM_001270533	chr6	+	160068521	160090443	160077287	160089672	7	160068521,160077279,160080011,160083109,160084686,160089212,160089611,	160068725,160077317,160080067,160083168,160084814,160089391,160090443,	0	WTAP	cmpl	cmpl	-1,0,0,2,1,0,2,
826	NR_037852	chr6	-	31605974	31618231	31618231	31618231	9	31605974,31606534,31606808,31607051,31608535,31611122,31612255,31616077,31617705,	31606206,31606682,31606953,31607161,31608667,31611241,31612439,31616420,31618231,	0	DDX39B	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,
607	NR_037852	chr6_cox_hap1	-	2944164	2956418	2956418	2956418	9	2944164,2944724,2944998,2945241,2946725,2949312,2950445,2954265,2955892,	2944396,2944872,2945143,2945351,2946857,2949431,2950629,2954608,2956418,	0	DDX39B	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,
75	NR_037852	chr6_qbl_hap2	-	2745623	2757874	2757874	2757874	9	2745623,2746182,2746456,2746699,2748183,2750770,2751903,2755721,2757348,	2745855,2746330,2746601,2746809,2748315,2750889,2752087,2756064,2757874,	0	DDX39B	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,
217	NM_001242769	chr6	+	151228507	151261829	151228651	151261736	8	151228507,151238918,151240462,151240601,151245590,151248462,151250673,151261688,	151228878,151239003,151240513,151240655,151245715,151248563,151250810,151261829,	0	MTHFD1L	cmpl	cmpl	0,2,0,0,0,2,1,0,
609	NM_001242823	chr6_qbl_hap2	+	3197570	3218196	3197621	3218055	41	3197570,3197818,3198231,3198642,3198791,3199098,3199351,3199586,3199789,3206706,3206921,3207246,3207561,3207900,3208310,3208604,3208939,3209228,3209430,3209759,3210012,3210466,3210619,3210844,3211233,3211469,3211721,3211943,3212343,3212658,3213219,3214328,3214519,3214820,3215001,3216567,3216835,3217010,3217291,3217637,3217913,	3197686,3198017,3198433,3198713,3198880,3199181,3199448,3199692,3199922,3206822,3207101,3207429,3207747,3208059,3208437,3208679,3209137,3209340,3209501,3209899,3210222,3210518,3210709,3211054,3211309,3211626,3211838,3212115,3212576,3212826,3213279,3214422,3214706,3214911,3215076,3216670,3216925,3217109,3217375,3217770,3218196,	0	C4B_2	cmpl	cmpl	0,2,0,1,0,2,1,2,0,1,0,0,0,0,0,1,1,1,2,1,0,0,1,1,1,2,0,0,1,0,0,0,1,2,0,0,1,1,1,1,2,
202	NM_001134831	chr6	-	135646802	135860596	135648475	135855068	29	135646802,135653253,135663330,135681349,135685992,135720962,135757606,135767781,135774178,135789997,135791459,135792712,135794038,135795857,135801205,135805412,135809838,135811120,135816171,135818564,135820324,135825955,135828644,135830411,135853453,135855058,135858644,135860018,135860413,	135648478,135653356,135663389,135681447,135686155,135721018,135757727,135767808,135774375,135790138,135791590,135792831,135794145,135796087,135801329,135805545,135809991,135811306,135816267,135818757,135820544,135826137,135829204,135830465,135853578,135855122,135858729,135860080,135860596,	0	AHI1	cmpl	cmpl	0,2,0,1,0,1,0,0,1,1,2,0,1,2,1,0,0,0,0,2,1,2,0,0,1,0,-1,-1,-1,
202	NM_001134830	chr6	-	135646802	135860596	135648475	135855068	27	135646802,135653253,135663330,135681349,135685992,135720962,135757606,135767781,135774178,135789997,135791459,135792712,135794038,135795857,135801205,135805412,135809838,135811120,135816171,135818564,135820324,135825955,135828644,135830411,135853453,135855058,135860413,	135648478,135653356,135663389,135681447,135686155,135721018,135757727,135767808,135774375,135790138,135791590,135792831,135794145,135796087,135801329,135805545,135809991,135811306,135816267,135818757,135820544,135826137,135829204,135830465,135853578,135855122,135860596,	0	AHI1	cmpl	cmpl	0,2,0,1,0,1,0,0,1,1,2,0,1,2,1,0,0,0,0,2,1,2,0,0,1,0,-1,
202	NM_001145158	chr6	-	135323213	135417729	135328109	135417522	17	135323213,135329159,135332068,135341509,135342008,135345288,135348171,135348896,135349566,135350475,135356588,135359607,135360227,135365564,135402403,135413412,135417479,	135328121,135329304,135332169,135341618,135342099,135345393,135348240,135349014,135349641,135350622,135356706,135359773,135360487,135365673,135402598,135413478,135417729,	0	HBS1L	cmpl	cmpl	0,2,0,2,1,1,1,0,0,0,2,1,2,1,1,1,0,
826	NR_003140	chr6	-	31612129	31612205	31612205	31612205	1	31612129,	31612205,	0	SNORD117	unk	unk	-1,
799	NM_003447	chr6	+	28156460	28165319	28161237	28165227	4	28156460,28161237,28161928,28164319,	28157287,28161648,28162067,28165319,	0	ZNF165	cmpl	cmpl	-1,0,0,1,
619	NM_002931	chr6_cox_hap1	+	4556442	4560656	4556756	4560333	7	4556442,4556698,4557559,4557848,4559091,4559662,4560231,	4556578,4556834,4557720,4558064,4559481,4559936,4560656,	0	RING1	cmpl	cmpl	-1,0,0,2,2,2,0,
618	NM_002931	chr6_qbl_hap2	+	4362459	4366673	4362773	4366350	7	4362459,4362715,4363576,4363865,4365108,4365679,4366248,	4362595,4362851,4363737,4364081,4365498,4365953,4366673,	0	RING1	cmpl	cmpl	-1,0,0,2,2,2,0,
1347	NM_001322415	chr6	-	99952647	99979942	99955136	99969256	10	99952647,99957136,99959199,99960627,99962677,99963769,99965337,99967147,99969168,99979811,	99956227,99957307,99959299,99960765,99962868,99963941,99965561,99967336,99969287,99979942,	0	PNISR	cmpl	cmpl	1,1,0,0,1,0,1,1,0,-1,
826	NM_001166538	chr6	+	31662955	31664665	31663055	31664432	3	31662955,31663699,31664252,	31663074,31663722,31664665,	0	LST1	cmpl	cmpl	0,1,0,
607	NM_001166538	chr6_cox_hap1	+	3001099	3002805	3001199	3002572	3	3001099,3001843,3002392,	3001218,3001866,3002805,	0	LST1	cmpl	cmpl	0,1,0,
606	NM_001166538	chr6_qbl_hap2	+	2802563	2804275	2802663	2804042	3	2802563,2803307,2803862,	2802682,2803330,2804275,	0	LST1	cmpl	cmpl	0,1,0,
913	NR_134899	chr6	+	43036469	43039596	43039596	43039596	5	43036469,43037927,43038477,43039043,43039250,	43036689,43038055,43038594,43039165,43039596,	0	GNMT	unk	unk	-1,-1,-1,-1,-1,
167	NM_012160	chr6	-	99428321	99502603	99428874	99481585	9	99428321,99430011,99435149,99453864,99460022,99471970,99481073,99482301,99502402,	99429038,99430324,99435221,99454078,99460267,99472316,99481657,99482419,99502603,	0	FBXL4	cmpl	cmpl	1,0,0,2,0,2,0,-1,-1,
145	NM_015687	chr6	-	76074519	76260350	76075126	76181408	6	76074519,76078832,76119974,76129179,76181132,76259849,	76075333,76081638,76120153,76129353,76181414,76260350,	0	FILIP1	cmpl	cmpl	0,2,0,0,0,-1,
195	NM_001291984	chr6	-	128331616	128883512	128333064	128883196	30	128331616,128335859,128336501,128339494,128339760,128343953,128345668,128346079,128348558,128353606,128354131,128355510,128358299,128359738,128361557,128367921,128371967,128427595,128430356,128441650,128445274,128446552,128452527,128547269,128581759,128602872,128605358,128684876,128760403,128883096,	128333118,128335995,128336665,128339620,128339892,128344127,128345818,128346215,128348713,128353723,128354229,128355547,128358376,128359826,128361742,128368082,128372103,128427632,128430630,128441756,128445476,128446662,128452830,128547563,128581934,128602988,128605440,128685148,128760526,128883512,	0	PTPRK	cmpl	cmpl	0,2,0,0,0,0,0,2,0,0,1,0,1,0,1,2,1,0,2,1,0,1,1,1,0,1,0,1,1,0,
216	NM_203395	chr6	+	150731720	150767458	150731860	150761066	5	150731720,150752180,150755173,150756927,150760883,	150732038,150752372,150755333,150757084,150767458,	0	IYD	cmpl	cmpl	0,1,1,2,0,
679	NM_001168319	chr6	+	12398514	12405413	12398848	12404286	5	12398514,12400562,12402159,12402479,12404180,	12398912,12400728,12402315,12402623,12405413,	0	EDN1	cmpl	cmpl	0,1,2,2,2,
823	NR_026791	chr6	+	31273515	31279724	31279724	31279724	2	31273515,31278127,	31273638,31279724,	0	HCG27	unk	unk	-1,-1,
1230	NM_001009994	chr6	+	84619703	84623953	84619854	84623827	4	84619703,84620132,84620534,84623679,	84619949,84620211,84620599,84623953,	0	RIPPLY2	cmpl	cmpl	0,2,0,2,
